objectid,iso3,gis_name,ref_conv_1951,ref_conv_1951_date,ref_prot_1967,ref_prot_1967_date,ref_conv_prot_note,sta_conv_1954,sta_conv_1954_date,sta_conv_1961,sta_conv_1961_date,sta_conv_prot_note,unhcr_region,region,subregion,code_op,excom,comments,globalid,region_pcode,m49code,short_name_en,short_name_sp,short_name_ar,short_name_fr,short_name_ru,short_name_ch,m49_region,m49_region_group,m49_sub_region,hcr3,color_code,territory,entity_last_update
157,ARM,Armenia,Active,741916800000,Active,741916800000,,Active,769219200000,Active,769219200000,,Regional Bureau for Europe,Europe,Eastern Europe,GEO RO ABC,Inactive,NA,{F9B79398-B1FD-4F65-BA88-CDAFCAE33A58},RBE,51,Armenia,Armenia,أرمينيا,Arménie,Армения,亚美尼亚,Asia,,Western Asia,ARM,ARM,NA,1666109157000
82,ZAF,South Africa,Active,821404800000,Active,821404800000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Southern Africa,Africa,Southern Africa,ZAF RO ABC,Inactive,NA,{BBC2B648-63FD-4CB6-8B10-CC03C6D288B4},RBSA,710,South Africa,Sudáfrica,جنوب أفريقيا,Afrique du Sud,Южная Африка,南非,Africa,Sub-Saharan Africa,Southern Africa,RSA,ZAF,NA,1666109157000
99,ERI,Eritrea,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,"Regional Bureau for the East and Horn of Africa, and Great Lakes",Africa,East and Horn of Africa,ERI ABC,Inactive,NA,{22D97FD8-BB42-4CA8-936F-9B3829ECFB49},RBEHAGL,232,Eritrea,Eritrea,إريتريا,Érythrée,Эритрея,厄立特里亚,Africa,Sub-Saharan Africa,Eastern Africa,ERT,ERI,NA,1666109157000
201,TON,Tonga,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,AUS RO ABC,Inactive,NA,{E9F6A3BE-28E3-4EAC-A800-F585414C6CE8},RBAP,776,Tonga,Tonga,تونغا,Tonga,Тонга,汤加,Oceania,,Polynesia,TON,TON,NA,1666109157000
38,PYF,French Polynesia (FRA),Active,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Asia and the Pacific,East Asia and the Pacific,None,Inactive,NA,{00B2339F-782B-4F0A-91E9-9437E14688C6},RBE,258,French Polynesia,Polinesia Francesa,بولينيزيا الفرنسية,Polynésie française,Французская Полинезия,法属波利尼西亚,Oceania,,Polynesia,FPO,FRA,NA,1666109157000
123,TLS,Timor-Leste,Active,1052265600000,Active,1052265600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,South East Asia,THA RO ABC,Inactive,NA,{8F1D072C-BF83-4790-97FB-0BB54A7E187A},RBAP,626,Timor-Leste,Timor-Leste,تيمور - ليشتي,Timor-Leste,Тимор-Лешти,东帝汶,Asia,,South-eastern Asia,TMP,TLS,NA,1666109157000
180,PRI,Puerto Rico (USA),Active,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,North America and the Caribbean,0,Inactive,NA,{ACEFC9A6-B751-4261-B4D9-CF2A71D519DC},RBA,630,Puerto Rico,Puerto Rico,بورتوريكو,Porto Rico,Пуэрто-Рико,波多黎各,Americas,Latin America and the Caribbean,Caribbean,PUE,USA,NA,1666109157000
172,DEU,Germany,Active,-507600000000,Active,-4924800000,,Active,215136000000,Active,241833600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",DEU ABC,Inactive,NA,{ACC9455D-FE07-49B3-9748-293DB7676FCC},RBE,276,Germany,Alemania,ألمانيا,Allemagne,Германия,德国,Europe,,Western Europe,GFR,DEU,NA,1666109157000
105,PNG,Papua New Guinea,Active,521942400000,Active,521942400000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,AUS RO ABC,Inactive,NA,{21F4D4DD-3E21-4B12-9698-3ADB4C1B9FC9},RBAP,598,Papua New Guinea,Papua Nueva Guinea,بابوا غينيا الجديدة,Papouasie-Nouvelle-Guinée,Папуа-Новая Гвинея,巴布亚新几内亚,Oceania,,Melanesia,PNG,PNG,NA,1666109157000
128,MYS,Malaysia,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,South East Asia,MYS ABC,Inactive,NA,{4778F6A7-A195-4736-9F60-A265F6D90672},RBAP,458,Malaysia,Malasia,ماليزيا,Malaisie,Малайзия,马来西亚,Asia,,South-eastern Asia,MLS,MYS,NA,1666109157000
86,SYR,Syrian Arab Republic,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,Middle East,SYR ABC,Inactive,NA,{57ECE3E3-D390-430B-96D4-AEF5B735C2F5},RBMENA,760,Syrian Arab Republic,República Árabe Siria,الجمهورية العربية السورية,République arabe syrienne,Сирийская Арабская Республика,阿拉伯叙利亚共和国,Asia,,Western Asia,SYR,SYR,NA,1666109157000
85,IRQ,Iraq,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,Middle East,IRQ ABC,Inactive,NA,{54BFA0F8-E8CA-4C83-A2A0-398D14F6878C},RBMENA,368,Iraq,Iraq,العراق,Iraq,Ирак,伊拉克,Asia,,Western Asia,IRQ,IRQ,NA,1666109157000
24,CPV,Cape Verde,Inactive,-2209161600000,Active,552787200000,Signatory to Protocol only,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for West and Central Africa,Africa,West Africa,SEN RO ABC,Inactive,NA,{DC91550C-DE77-4986-A476-66D96940CD8E},RBWCA,132,Cabo Verde,Cabo Verde,كابو فيردي,Cabo Verde,Кабо-Верде,佛得角,Africa,Sub-Saharan Africa,Western Africa,CVI,CPV,NA,1666109157000
108,SVN,Slovenia,Active,710380800000,Active,710380800000,,Active,710380800000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",HUN RO ABC,Inactive,NA,{6391D946-F264-4EFF-A1AC-8A3FE1D03952},RBE,705,Slovenia,Eslovenia,سلوفينيا,Slovénie,Словения,斯洛文尼亚,Europe,,Southern Europe,SVN,SVN,NA,1666109157000
207,SXM,Sint Maarten (K. of the Netherlands),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{D811F85E-6761-450F-B531-923A530D58D7},RBE,534,Sint Maarten (Dutch part),San Martín (parte Holandesa),سانت مارتن (الجزء الهولندي),Saint-Martin (partie néerlandaise),Синт-Мартен (нидерландская часть),圣马丁（荷属）,Americas,Latin America and the Caribbean,Caribbean,SXM,SXM,NA,1666109157000
70,ZWE,Zimbabwe,Active,367545600000,Active,367545600000,,Active,912470400000,Inactive,-2209161600000,,Regional Bureau for Southern Africa,Africa,Southern Africa,ZWE ABC,Inactive,NA,{781A4509-E983-44F3-969C-16A4ECB4C6A7},RBSA,716,Zimbabwe,Zimbabwe,زمبابوي,Zimbabwe,Зимбабве,津巴布韦,Africa,Sub-Saharan Africa,Eastern Africa,ZIM,ZWE,NA,1666109157000
43,GRD,Grenada,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{E0D9FE19-57C7-4BC9-844A-D5B5209AF9A5},RBA,308,Grenada,Granada,غرينادا,Grenade,Гренада,格林纳达,Americas,Latin America and the Caribbean,Caribbean,GRN,GRD,NA,1666109157000
8,KGZ,Kyrgyzstan,Active,844732800000,Active,844732800000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,Central Asia,KGZ ABC,Inactive,NA,{8C19CC20-7527-4DC5-A5C3-EF6FB38DBE43},RBAP,417,Kyrgyzstan,Kirguistán,قيرغيزستان,Kirghizistan,Кыргызстан,吉尔吉斯斯坦,Asia,,Central Asia,KGZ,KGZ,NA,1666109157000
114,HRV,Croatia,Active,718848000000,Active,718848000000,,Active,718848000000,Active,1316649600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",HUN RO ABC,Inactive,NA,{95862D30-8A46-420E-9AC8-9F43BCFA0105},RBE,191,Croatia,Croacia,كرواتيا,Croatie,Хорватия,克罗地亚,Europe,,Southern Europe,HRV,HRV,NA,1666109157000
209,URY,Uruguay,Active,22809600000,Active,22809600000,,Active,1080864000000,Active,1001030400000,,Regional Bureau for the Americas ,Americas,Latin America,ARG RO ABC,Inactive,NA,{2797DFB3-A7C8-4F79-8F43-0829A5C98437},RBA,858,Uruguay,Uruguay,أوروغواي,Uruguay,Уругвай,乌拉圭,Americas,Latin America and the Caribbean,South America,URU,URY,NA,1666109157000
75,FSM,Federated States of Micronesia,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,AUS RO ABC,Inactive,NA,{671DCD88-5E15-4BC9-B8F6-A5AEE1F97E8F},RBAP,583,Micronesia (Federated States of),Micronesia (Estados Federados de),ميكرونيزيا (ولايات - الموحدة),Micronésie (États fédérés de),Микронезия (Федеративные Штаты),密克罗尼西亚联邦,Oceania,,Micronesia,FSM,FSM,NA,1666109157000
188,ETH,Ethiopia,Active,-4492800000,Active,-4492800000,,Inactive,-2209161600000,Inactive,-2209161600000,,"Regional Bureau for the East and Horn of Africa, and Great Lakes",Africa,East and Horn of Africa,ETH ABC,Inactive,NA,{9B8F1B3B-E5B1-4C14-A6E7-365120264B29},RBEHAGL,231,Ethiopia,Etiopía,إثيوبيا,Éthiopie,Эфиопия,埃塞俄比亚,Africa,Sub-Saharan Africa,Eastern Africa,ETH,ETH,NA,1666109157000
64,LCA,Saint Lucia,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{8DC87117-007E-4F15-B743-7EFCB655802D},RBA,662,Saint Lucia,Santa Lucía,سانت لوسيا,Sainte-Lucie,Сент-Люсия,圣卢西亚,Americas,Latin America and the Caribbean,Caribbean,LCA,LCA,NA,1666109157000
162,NGA,Nigeria,Active,-69206400000,Active,-52617600000,,Active,1316476800000,Active,1316476800000,,Regional Bureau for West and Central Africa,Africa,West Africa,NGA ABC,Inactive,NA,{6C806ABD-1006-4FC0-A9E6-E110C0CCD8A8},RBWCA,566,Nigeria,Nigeria,نيجيريا,Nigéria,Нигерия,尼日利亚,Africa,Sub-Saharan Africa,Western Africa,NIG,NGA,NA,1666109157000
107,TGO,Togo,Active,-247536000000,Active,-2678400000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for West and Central Africa,Africa,West Africa,SEN RO ABC,Inactive,NA,{3E042BD7-9DF5-4AFF-B89B-65425688366A},RBWCA,768,Togo,Togo,توغو,Togo,Того,多哥,Africa,Sub-Saharan Africa,Western Africa,TOG,TGO,NA,1666109157000
49,BLZ,Belize,Active,646444800000,Active,646444800000,,Active,1158192000000,Active,1439510400000,,Regional Bureau for the Americas ,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{B7C025D5-07F0-4301-B873-85413A023578},RBA,84,Belize,Belice,بليز,Belize,Белиз,伯利兹,Americas,Latin America and the Caribbean,Central America,BZE,BLZ,NA,1666109157000
202,KWT,Kuwait,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,Middle East,SAU ABC,Inactive,NA,{1CFA94F5-0789-48A1-A661-6267622907C0},RBMENA,414,Kuwait,Kuwait,الكويت,Koweït,Кувейт,科威特,Asia,,Western Asia,KUW,KWT,NA,1666109157000
141,BDI,Burundi,Active,-203731200000,Active,37843200000,,Inactive,-2209161600000,Inactive,-2209161600000,,"Regional Bureau for the East and Horn of Africa, and Great Lakes",Africa,Central Africa and the Great Lakes,BDI ABC,Inactive,NA,{4B4BF1D4-D7F0-4504-BA21-9D465C452FCE},RBEHAGL,108,Burundi,Burundi,بوروندي,Burundi,Бурунди,布隆迪,Africa,Sub-Saharan Africa,Eastern Africa,BDI,BDI,NA,1666109157000
139,BIH,Bosnia and Herzegovina,Active,746841600000,Active,746841600000,,Active,746841600000,Active,850435200000,,Regional Bureau for Europe,Europe,South-Eastern Europe,BIH RO ABC,Inactive,NA,{50EB9210-6D09-4BB7-A907-80A70CA6AD92},RBE,70,Bosnia and Herzegovina,Bosnia y Herzegovina,البوسنة والهرسك,Bosnie-Herzégovine,Босния и Герцеговина,波斯尼亚和黑塞哥维那,Europe,,Southern Europe,BSN,BIH,NA,1666109157000
203,BRB,Barbados,Inactive,-2209161600000,Inactive,-2209161600000,,Active,68688000000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{8062215B-6F60-4EC7-9A51-09DEE29E7116},RBA,52,Barbados,Barbados,بربادوس,Barbade,Барбадос,巴巴多斯,Americas,Latin America and the Caribbean,Caribbean,BAR,BRB,NA,1666109157000
148,KIR,Kiribati,Inactive,-2209161600000,Inactive,-2209161600000,,Active,438912000000,Active,438912000000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,None,Inactive,NA,{7CFC54A1-4E63-418F-A74B-465A5A2A3E18},RBAP,296,Kiribati,Kiribati,كيريباس,Kiribati,Кирибати,基里巴斯,Oceania,,Micronesia,KIR,KIR,NA,1666109157000
222,MMR,Myanmar,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,South East Asia,MMR ABC,Inactive,NA,{1421674D-EB7E-4984-8C53-DABC2CBC6EF6},RBAP,104,Myanmar,Myanmar,ميانمار,Myanmar,Мьянма,缅甸,Asia,,South-eastern Asia,MYA,MMR,NA,1666109157000
187,REU,Reunion (FRA),Active,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Africa,Southern Africa,0,Inactive,NA,{EABF2AB9-EFF7-4526-A6D1-ADE3208D5F58},RBE,638,Réunion,Reunión,ريونيون,Réunion,Реюньон,留尼汪,Africa,Sub-Saharan Africa,Eastern Africa,NA,FRA,NA,1666109157000
110,ITA,Italy,Active,-477446400000,Active,65232000000,,Active,-223430400000,Active,1448928000000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",ITA RO ABC,Inactive,NA,{F2EB70BD-5B38-4AB8-91F3-514518BDD851},RBE,380,Italy,Italia,إيطاليا,Italie,Италия,意大利,Europe,,Southern Europe,ITA,ITA,NA,1666109157000
69,BGR,Bulgaria,Active,737164800000,Active,737164800000,,Active,1332374400000,Active,1332374400000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",HUN RO ABC,Inactive,NA,{F9205A6E-17C1-4F1C-AB94-AF6DAB981FA5},RBE,100,Bulgaria,Bulgaria,بلغاريا,Bulgarie,Болгария,保加利亚,Europe,,Eastern Europe,BUL,BGR,NA,1666109157000
165,CUB,Cuba,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,Latin America,PAN RO ABC,Inactive,NA,{3EF10BF6-3285-4E8D-B88F-CE60A941A295},RBA,192,Cuba,Cuba,كوبا,Cuba,Куба,古巴,Americas,Latin America and the Caribbean,Caribbean,CUB,CUB,NA,1666109157000
191,TUV,Tuvalu,Active,510537600000,Active,510537600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,None,Inactive,NA,{0DA11B76-2856-4DD5-86E5-B51F92E0A262},RBAP,798,Tuvalu,Tuvalu,توفالو,Tuvalu,Тувалу,图瓦卢,Oceania,,Polynesia,TUV,TUV,NA,1666109157000
127,KNA,Saint Kitts and Nevis,Active,1012521600000,Inactive,-2209161600000,Signatory to Convention only,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{90679B37-01CF-46B9-8574-7CBD6B26D472},RBA,659,Saint Kitts and Nevis,Saint Kitts y Nevis,سانت كيتس ونيفس,Saint-Kitts-et-Nevis,Сент-Китс и Невис,圣基茨和尼维斯,Americas,Latin America and the Caribbean,Caribbean,STK,KNA,NA,1666109157000
6,PRY,Paraguay,Active,7776000000,Active,7776000000,,Active,1404172800000,Active,1338940800000,,Regional Bureau for the Americas ,Americas,Latin America,ARG RO ABC,Inactive,NA,{255B31E6-B7D0-45C1-A114-D05BDB9E820D},RBA,600,Paraguay,Paraguay,باراغواي,Paraguay,Парагвай,巴拉圭,Americas,Latin America and the Caribbean,South America,PAR,PRY,NA,1666109157000
129,MLT,Malta,Active,45964800000,Active,53740800000,,Active,1576022400000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",ITA RO ABC,Inactive,NA,{88B6C4D6-455F-4528-BD0E-7935E9E8D348},RBE,470,Malta,Malta,مالطة,Malte,Мальта,马耳他,Europe,,Southern Europe,MTA,MLT,NA,1666109157000
152,SMR,San Marino,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",0,Inactive,NA,{7A6A2D7D-8BC4-49A1-9A48-951847963A57},RBE,674,San Marino,San Marino,سان مارينو,Saint-Marin,Сан-Марино,圣马力诺,Europe,,Southern Europe,SMA,SMR,NA,1666109157000
239,JEY,Jersey (GBR),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{C945D9A3-F3F3-47FE-8F0D-95DE5272E104},NA,832,Jersey,Jersey,جيرسي,Jersey,Джерси,泽西,Europe,,Northern Europe,NA,GBR,NA,1666109157000
238,GGY,Guernsey (GBR),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{1F439D42-B3C4-472E-B1EE-D759A715C194},NA,831,Guernsey,Guernsey,غيرنسي,Guernesey,Гернси,格恩西,Europe,,Northern Europe,NA,GBR,NA,1666109157000
236,BVT,Bouvet Island (NOR),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{57A6482E-1EA4-498A-A7F4-7BD00155F4D2},NA,74,Bouvet Island,Isla Bouvet,جزيرة بوفيت,Île Bouvet,Остров Буве,布维岛,Americas,Latin America and the Caribbean,South America,NA,NOR,NA,1666109157000
234,SHN,Saint Helena (GBR),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{13FCB780-EEA7-40E7-927F-ADC9A46A8A22},NA,654,Saint Helena,Santa Elena,سانت هيلانة,Sainte-Hélène,Остров Святой Елены,圣赫勒拿,Africa,Sub-Saharan Africa,Western Africa,NA,GBR,NA,1666109157000
56,LBR,Liberia,Active,-164505600000,Active,320457600000,,Active,-167443200000,Active,1095811200000,,Regional Bureau for West and Central Africa,Africa,West Africa,LBR ABC,Inactive,NA,{8CE0E771-9332-4630-93FA-F9B8AAD6E15E},RBWCA,430,Liberia,Liberia,ليبريا,Libéria,Либерия,利比里亚,Africa,Sub-Saharan Africa,Western Africa,LBR,LBR,NA,1666109157000
116,DNK,Denmark,Active,-538876800000,Active,-60739200000,,Active,-440467200000,Active,237427200000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",SWE RO ABC,Inactive,NA,{4E9B8D53-6B78-4C9F-9A6E-D9405B7495B8},RBE,208,Denmark,Dinamarca,الدانمرك,Danemark,Дания,丹麦,Europe,,Northern Europe,DEN,DNK,NA,1666109157000
83,BLR,Belarus,Active,998524800000,Active,998524800000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,Eastern Europe,BLR ABC,Inactive,NA,{E57A552D-288A-4305-9ADF-FBDC512E7FB1},RBE,112,Belarus,Belarús,بيلاروس,Bélarus,Беларусь,白俄罗斯,Europe,,Eastern Europe,BLR,BLR,NA,1666109157000
158,MWI,Malawi,Active,566092800000,Active,566092800000,,Active,1254873600000,Inactive,-2209161600000,,Regional Bureau for Southern Africa,Africa,Southern Africa,MWI ABC,Inactive,NA,{8542EBE2-7533-435C-89E2-B00732AD665D},RBSA,454,Malawi,Malawi,ملاوي,Malawi,Малави,马拉维,Africa,Sub-Saharan Africa,Eastern Africa,MLW,MWI,NA,1666109157000
192,BRN,Brunei Darussalam,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,South East Asia,THA RO ABC,Inactive,NA,{3F77BB10-A29A-46A0-8753-CAA00C8D9BF2},RBAP,96,Brunei Darussalam,Brunei Darussalam,بروني دار السلام,Brunéi Darussalam,Бруней-Даруссалам,文莱达鲁萨兰国,Asia,,South-eastern Asia,BRU,BRN,NA,1666109157000
183,IRL,Ireland,Active,-413078400000,Active,-36374400000,,Active,-222220800000,Active,96163200000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",BEL RO ABC,Inactive,NA,{EB977263-CDB1-4AD2-B267-9EB388EA244F},RBE,372,Ireland,Irlanda,آيرلندا,Irlande,Ирландия,爱尔兰,Europe,,Northern Europe,IRE,IRL,NA,1666109157000
225,SLE,Sierra Leone,Active,359337600000,Active,359337600000,,Active,1462752000000,Active,1462752000000,,Regional Bureau for West and Central Africa,Africa,West Africa,SEN RO ABC,Inactive,NA,{2D6B4A25-343D-449A-BFEE-8D4BA38EF9AC},RBWCA,694,Sierra Leone,Sierra Leona,سيراليون,Sierra Leone,Сьерра-Леоне,塞拉利昂,Africa,Sub-Saharan Africa,Western Africa,SLE,SLE,NA,1666109157000
115,COL,Colombia,Active,-259632000000,Active,320976000000,,Active,1570406400000,Active,1408060800000,,Regional Bureau for the Americas ,Americas,Latin America,COL ABC,Inactive,NA,{7AB0F693-F06C-44F5-A3DF-75FE8E9749B5},RBA,170,Colombia,Colombia,كولومبيا,Colombie,Колумбия,哥伦比亚,Americas,Latin America and the Caribbean,South America,COL,COL,NA,1666109157000
